#Province id 0 is ignored; hard coded.;;;;;;;;;;;;;;;;;;;;;;
49;49;195;223;prov49;x;;;;;;;;;;;;;;;;;;
50;48;195;63;prov50;x;;;;;;;;;;;;;;;;;;
51;9;195;175;prov51;x;;;;;;;;;;;;;;;;;;
52;8;195;15;prov52;x;;;;;;;;;;;;;;;;;;
53;5;195;95;prov53;x;;;;;;;;;;;;;;;;;;
54;178;192;207;prov54;x;;;;;;;;;;;;;;;;;;
55;177;192;47;prov55;x;;;;;;;;;;;;;;;;;;
56;134;192;79;prov56;x;;;;;;;;;;;;;;;;;;
57;93;192;31;prov57;x;;;;;;;;;;;;;;;;;;
58;51;192;223;prov58;x;;;;;;;;;;;;;;;;;;
59;50;192;63;prov59;x;;;;;;;;;;;;;;;;;;
60;10;192;15;prov60;x;;;;;;;;;;;;;;;;;;
61;7;192;95;prov61;x;;;;;;;;;;;;;;;;;;
62;234;190;15;prov62;x;;;;;;;;;;;;;;;;;;
63;136;189;79;prov63;x;;;;;;;;;;;;;;;;;;
64;126;189;159;prov64;x;;;;;;;;;;;;;;;;;;
65;42;189;143;prov65;x;;;;;;;;;;;;;;;;;;
66;9;189;95;prov66;x;;;;;;;;;;;;;;;;;;
67;168;186;207;prov67;x;;;;;;;;;;;;;;;;;;
68;128;186;159;prov68;x;;;;;;;;;;;;;;;;;;
69;85;186;191;prov69;x;;;;;;;;;;;;;;;;;;
70;84;186;31;prov70;x;;;;;;;;;;;;;;;;;;
71;44;186;143;prov71;x;;;;;;;;;;;;;;;;;;
72;1;186;175;prov72;x;;;;;;;;;;;;;;;;;;
73;0;186;15;prov73;x;;;;;;;;;;;;;;;;;;
74;170;183;207;prov74;x;;;;;;;;;;;;;;;;;;
75;169;183;47;prov75;x;;;;;;;;;;;;;;;;;;
76;130;183;159;prov76;x;;;;;;;;;;;;;;;;;;
77;126;183;79;prov77;x;;;;;;;;;;;;;;;;;;
78;87;183;191;prov78;x;;;;;;;;;;;;;;;;;;
79;86;183;31;prov79;x;;;;;;;;;;;;;;;;;;
80;47;183;143;prov80;x;;;;;;;;;;;;;;;;;;
81;44;183;223;prov81;x;;;;;;;;;;;;;;;;;;
82;43;183;63;prov82;x;;;;;;;;;;;;;;;;;;
83;3;183;175;prov83;x;;;;;;;;;;;;;;;;;;
84;172;180;207;prov84;x;;;;;;;;;;;;;;;;;;
85;171;180;47;prov85;x;;;;;;;;;;;;;;;;;;
86;132;180;159;prov86;x;;;;;;;;;;;;;;;;;;
87;128;180;79;prov87;x;;;;;;;;;;;;;;;;;;
88;89;180;191;prov88;x;;;;;;;;;;;;;;;;;;
89;88;180;31;prov89;x;;;;;;;;;;;;;;;;;;
90;49;180;143;prov90;x;;;;;;;;;;;;;;;;;;
91;46;180;223;prov91;x;;;;;;;;;;;;;;;;;;
92;45;180;63;prov92;x;;;;;;;;;;;;;;;;;;
93;6;180;175;prov93;x;;;;;;;;;;;;;;;;;;
94;5;180;15;prov94;x;;;;;;;;;;;;;;;;;;
95;2;180;95;prov95;x;;;;;;;;;;;;;;;;;;
96;175;177;207;prov96;x;;;;;;;;;;;;;;;;;;
97;174;177;47;prov97;x;;;;;;;;;;;;;;;;;;
98;134;177;159;prov98;x;;;;;;;;;;;;;;;;;;
99;130;177;79;prov99;x;;;;;;;;;;;;;;;;;;
100;91;177;191;prov100;x;;;;;;;;;;;;;;;;;;
101;90;177;31;prov101;x;;;;;;;;;;;;;;;;;;
102;51;177;143;prov102;x;;;;;;;;;;;;;;;;;;
103;48;177;223;prov103;x;;;;;;;;;;;;;;;;;;
104;47;177;63;prov104;x;;;;;;;;;;;;;;;;;;
105;8;177;175;prov105;x;;;;;;;;;;;;;;;;;;
106;7;177;15;prov106;x;;;;;;;;;;;;;;;;;;
107;4;177;95;prov107;x;;;;;;;;;;;;;;;;;;
108;177;174;207;prov108;x;;;;;;;;;;;;;;;;;;
109;176;174;47;prov109;x;;;;;;;;;;;;;;;;;;
110;133;174;79;prov110;x;;;;;;;;;;;;;;;;;;
111;93;174;191;prov111;x;;;;;;;;;;;;;;;;;;
112;92;174;31;prov112;x;;;;;;;;;;;;;;;;;;
113;50;174;223;prov113;x;;;;;;;;;;;;;;;;;;
114;49;174;63;prov114;x;;;;;;;;;;;;;;;;;;
115;10;174;175;prov115;x;;;;;;;;;;;;;;;;;;
116;9;174;15;prov116;x;;;;;;;;;;;;;;;;;;
117;6;174;95;prov117;x;;;;;;;;;;;;;;;;;;
118;178;171;47;prov118;x;;;;;;;;;;;;;;;;;;
119;135;171;79;prov119;x;;;;;;;;;;;;;;;;;;
120;51;171;63;prov120;x;;;;;;;;;;;;;;;;;;
121;8;171;95;prov121;x;;;;;;;;;;;;;;;;;;
122;127;168;159;prov122;x;;;;;;;;;;;;;;;;;;
123;84;168;191;prov123;x;;;;;;;;;;;;;;;;;;
124;43;168;143;prov124;x;;;;;;;;;;;;;;;;;;
125;0;168;175;prov125;x;;;;;;;;;;;;;;;;;;
126;169;165;207;prov126;x;;;;;;;;;;;;;;;;;;
127;168;165;47;prov127;x;;;;;;;;;;;;;;;;;;
128;129;165;159;prov128;x;;;;;;;;;;;;;;;;;;
129;85;165;31;prov129;x;;;;;;;;;;;;;;;;;;
130;46;165;143;prov130;x;;;;;;;;;;;;;;;;;;
131;43;165;223;prov131;x;;;;;;;;;;;;;;;;;;
132;42;165;63;prov132;x;;;;;;;;;;;;;;;;;;
133;2;165;175;prov133;x;;;;;;;;;;;;;;;;;;
134;1;165;15;prov134;x;;;;;;;;;;;;;;;;;;
135;171;162;207;prov135;x;;;;;;;;;;;;;;;;;;
136;170;162;47;prov136;x;;;;;;;;;;;;;;;;;;
137;131;162;159;prov137;x;;;;;;;;;;;;;;;;;;
138;127;162;79;prov138;x;;;;;;;;;;;;;;;;;;
139;88;162;191;prov139;x;;;;;;;;;;;;;;;;;;
140;87;162;31;prov140;x;;;;;;;;;;;;;;;;;;
141;48;162;143;prov141;x;;;;;;;;;;;;;;;;;;
142;45;162;223;prov142;x;;;;;;;;;;;;;;;;;;
143;44;162;63;prov143;x;;;;;;;;;;;;;;;;;;
144;5;162;175;prov144;x;;;;;;;;;;;;;;;;;;
145;1;162;95;prov145;x;;;;;;;;;;;;;;;;;;
146;174;159;207;prov146;x;;;;;;;;;;;;;;;;;;
147;173;159;47;prov147;x;;;;;;;;;;;;;;;;;;
148;133;159;159;prov148;x;;;;;;;;;;;;;;;;;;
149;129;159;79;prov149;x;;;;;;;;;;;;;;;;;;
150;90;159;191;prov150;x;;;;;;;;;;;;;;;;;;
151;89;159;31;prov151;x;;;;;;;;;;;;;;;;;;
152;50;159;143;prov152;x;;;;;;;;;;;;;;;;;;
153;47;159;223;prov153;x;;;;;;;;;;;;;;;;;;
154;46;159;63;prov154;x;;;;;;;;;;;;;;;;;;
155;7;159;175;prov155;x;;;;;;;;;;;;;;;;;;
156;6;159;15;prov156;x;;;;;;;;;;;;;;;;;;
157;3;159;95;prov157;x;;;;;;;;;;;;;;;;;;
158;195;158;127;prov158;x;;;;;;;;;;;;;;;;;;
159;176;156;207;prov159;x;;;;;;;;;;;;;;;;;;
160;175;156;47;prov160;x;;;;;;;;;;;;;;;;;;
161;136;156;159;prov161;x;;;;;;;;;;;;;;;;;;
162;132;156;79;prov162;x;;;;;;;;;;;;;;;;;;
163;92;156;191;prov163;x;;;;;;;;;;;;;;;;;;
164;91;156;31;prov164;x;;;;;;;;;;;;;;;;;;
165;49;156;223;prov165;x;;;;;;;;;;;;;;;;;;
166;48;156;63;prov166;x;;;;;;;;;;;;;;;;;;
167;9;156;175;prov167;x;;;;;;;;;;;;;;;;;;
168;8;156;15;prov168;x;;;;;;;;;;;;;;;;;;
169;5;156;95;prov169;x;;;;;;;;;;;;;;;;;;
170;177;153;47;prov170;x;;;;;;;;;;;;;;;;;;
171;134;153;79;prov171;x;;;;;;;;;;;;;;;;;;
172;94;153;31;prov172;x;;;;;;;;;;;;;;;;;;
173;51;153;223;prov173;x;;;;;;;;;;;;;;;;;;
174;50;153;63;prov174;x;;;;;;;;;;;;;;;;;;
175;7;153;95;prov175;x;;;;;;;;;;;;;;;;;;
176;42;150;143;prov176;x;;;;;;;;;;;;;;;;;;
177;9;150;95;prov177;x;;;;;;;;;;;;;;;;;;
178;168;147;207;prov178;x;;;;;;;;;;;;;;;;;;
179;128;147;159;prov179;x;;;;;;;;;;;;;;;;;;
180;85;147;191;prov180;x;;;;;;;;;;;;;;;;;;
181;84;147;31;prov181;x;;;;;;;;;;;;;;;;;;
182;45;147;143;prov182;x;;;;;;;;;;;;;;;;;;
183;1;147;175;prov183;x;;;;;;;;;;;;;;;;;;
184;0;147;15;prov184;x;;;;;;;;;;;;;;;;;;
185;170;144;207;prov185;x;;;;;;;;;;;;;;;;;;
186;169;144;47;prov186;x;;;;;;;;;;;;;;;;;;
187;130;144;159;prov187;x;;;;;;;;;;;;;;;;;;
188;126;144;79;prov188;x;;;;;;;;;;;;;;;;;;
189;87;144;191;prov189;x;;;;;;;;;;;;;;;;;;
190;86;144;31;prov190;x;;;;;;;;;;;;;;;;;;
191;47;144;143;prov191;x;;;;;;;;;;;;;;;;;;
192;43;144;63;prov192;x;;;;;;;;;;;;;;;;;;
193;4;144;175;prov193;x;;;;;;;;;;;;;;;;;;
194;0;144;95;prov194;x;;;;;;;;;;;;;;;;;;
195;173;141;207;prov195;x;;;;;;;;;;;;;;;;;;
196;172;141;47;prov196;x;;;;;;;;;;;;;;;;;;
197;132;141;159;prov197;x;;;;;;;;;;;;;;;;;;
198;128;141;79;prov198;x;;;;;;;;;;;;;;;;;;
199;89;141;191;prov199;x;;;;;;;;;;;;;;;;;;
200;88;141;31;prov200;x;;;;;;;;;;;;;;;;;;
201;49;141;143;prov201;x;;;;;;;;;;;;;;;;;;
202;46;141;223;prov202;x;;;;;;;;;;;;;;;;;;
203;45;141;63;prov203;x;;;;;;;;;;;;;;;;;;
204;6;141;175;prov204;x;;;;;;;;;;;;;;;;;;
205;5;141;15;prov205;x;;;;;;;;;;;;;;;;;;
206;2;141;95;prov206;x;;;;;;;;;;;;;;;;;;
207;175;138;207;prov207;x;;;;;;;;;;;;;;;;;;
208;174;138;47;prov208;x;;;;;;;;;;;;;;;;;;
209;135;138;159;prov209;x;;;;;;;;;;;;;;;;;;
210;131;138;79;prov210;x;;;;;;;;;;;;;;;;;;
211;91;138;191;prov211;x;;;;;;;;;;;;;;;;;;
212;90;138;31;prov212;x;;;;;;;;;;;;;;;;;;
213;51;138;143;prov213;x;;;;;;;;;;;;;;;;;;
214;48;138;223;prov214;x;;;;;;;;;;;;;;;;;;
215;47;138;63;prov215;x;;;;;;;;;;;;;;;;;;
216;8;138;175;prov216;x;;;;;;;;;;;;;;;;;;
217;7;138;15;prov217;x;;;;;;;;;;;;;;;;;;
218;4;138;95;prov218;x;;;;;;;;;;;;;;;;;;
219;177;135;207;prov219;x;;;;;;;;;;;;;;;;;;
220;176;135;47;prov220;x;;;;;;;;;;;;;;;;;;
221;133;135;79;prov221;x;;;;;;;;;;;;;;;;;;
222;94;135;191;prov222;x;;;;;;;;;;;;;;;;;;
223;93;135;31;prov223;x;;;;;;;;;;;;;;;;;;
224;50;135;223;prov224;x;;;;;;;;;;;;;;;;;;
225;49;135;63;prov225;x;;;;;;;;;;;;;;;;;;
226;9;135;15;prov226;x;;;;;;;;;;;;;;;;;;
227;6;135;95;prov227;x;;;;;;;;;;;;;;;;;;
228;135;132;79;prov228;x;;;;;;;;;;;;;;;;;;
229;52;132;63;prov229;x;;;;;;;;;;;;;;;;;;
230;8;132;95;prov230;x;;;;;;;;;;;;;;;;;;
231;127;129;159;prov231;x;;;;;;;;;;;;;;;;;;
232;84;129;191;prov232;x;;;;;;;;;;;;;;;;;;
233;44;129;143;prov233;x;;;;;;;;;;;;;;;;;;
234;0;129;175;prov234;x;;;;;;;;;;;;;;;;;;
235;255;127;127;prov235;x;;;;;;;;;;;;;;;;;;
236;169;126;207;prov236;x;;;;;;;;;;;;;;;;;;
237;168;126;47;prov237;x;;;;;;;;;;;;;;;;;;
238;129;126;159;prov238;x;;;;;;;;;;;;;;;;;;
239;86;126;191;prov239;x;;;;;;;;;;;;;;;;;;
240;85;126;31;prov240;x;;;;;;;;;;;;;;;;;;
241;43;126;223;prov241;x;;;;;;;;;;;;;;;;;;
242;42;126;63;prov242;x;;;;;;;;;;;;;;;;;;
243;2;126;15;prov243;x;;;;;;;;;;;;;;;;;;
244;172;123;207;prov244;x;;;;;;;;;;;;;;;;;;
245;171;123;47;prov245;x;;;;;;;;;;;;;;;;;;
246;131;123;159;prov246;x;;;;;;;;;;;;;;;;;;
247;127;123;79;prov247;x;;;;;;;;;;;;;;;;;;
248;88;123;191;prov248;x;;;;;;;;;;;;;;;;;;
249;87;123;31;prov249;x;;;;;;;;;;;;;;;;;;
250;48;123;143;prov250;x;;;;;;;;;;;;;;;;;;
251;45;123;223;prov251;x;;;;;;;;;;;;;;;;;;
252;44;123;63;prov252;x;;;;;;;;;;;;;;;;;;
253;5;123;175;prov253;x;;;;;;;;;;;;;;;;;;
254;4;123;15;prov254;x;;;;;;;;;;;;;;;;;;
255;1;123;95;prov255;x;;;;;;;;;;;;;;;;;;
256;174;120;207;prov256;x;;;;;;;;;;;;;;;;;;
257;173;120;47;prov257;x;;;;;;;;;;;;;;;;;;
258;134;120;159;prov258;x;;;;;;;;;;;;;;;;;;
259;130;120;79;prov259;x;;;;;;;;;;;;;;;;;;
260;90;120;191;prov260;x;;;;;;;;;;;;;;;;;;
261;89;120;31;prov261;x;;;;;;;;;;;;;;;;;;
262;50;120;143;prov262;x;;;;;;;;;;;;;;;;;;
263;47;120;223;prov263;x;;;;;;;;;;;;;;;;;;
264;46;120;63;prov264;x;;;;;;;;;;;;;;;;;;
265;7;120;175;prov265;x;;;;;;;;;;;;;;;;;;
266;6;120;15;prov266;x;;;;;;;;;;;;;;;;;;
267;3;120;95;prov267;x;;;;;;;;;;;;;;;;;;
268;176;117;207;prov268;x;;;;;;;;;;;;;;;;;;
269;175;117;47;prov269;x;;;;;;;;;;;;;;;;;;
270;136;117;159;prov270;x;;;;;;;;;;;;;;;;;;
271;132;117;79;prov271;x;;;;;;;;;;;;;;;;;;
272;93;117;191;prov272;x;;;;;;;;;;;;;;;;;;
273;92;117;31;prov273;x;;;;;;;;;;;;;;;;;;
274;49;117;223;prov274;x;;;;;;;;;;;;;;;;;;
275;48;117;63;prov275;x;;;;;;;;;;;;;;;;;;
276;9;117;175;prov276;x;;;;;;;;;;;;;;;;;;
277;8;117;15;prov277;x;;;;;;;;;;;;;;;;;;
278;5;117;95;prov278;x;;;;;;;;;;;;;;;;;;
279;177;114;47;prov279;x;;;;;;;;;;;;;;;;;;
280;134;114;79;prov280;x;;;;;;;;;;;;;;;;;;
281;94;114;31;prov281;x;;;;;;;;;;;;;;;;;;
282;52;114;223;prov282;x;;;;;;;;;;;;;;;;;;
283;51;114;63;prov283;x;;;;;;;;;;;;;;;;;;
284;7;114;95;prov284;x;;;;;;;;;;;;;;;;;;
285;126;111;159;prov285;x;;;;;;;;;;;;;;;;;;
286;10;111;95;prov286;x;;;;;;;;;;;;;;;;;;
287;168;108;207;prov287;x;;;;;;;;;;;;;;;;;;
288;128;108;159;prov288;x;;;;;;;;;;;;;;;;;;
289;85;108;191;prov289;x;;;;;;;;;;;;;;;;;;
290;84;108;31;prov290;x;;;;;;;;;;;;;;;;;;
291;42;108;223;prov291;x;;;;;;;;;;;;;;;;;;
292;1;108;15;prov292;x;;;;;;;;;;;;;;;;;;
293;171;105;207;prov293;x;;;;;;;;;;;;;;;;;;
294;170;105;47;prov294;x;;;;;;;;;;;;;;;;;;
295;130;105;159;prov295;x;;;;;;;;;;;;;;;;;;
296;126;105;79;prov296;x;;;;;;;;;;;;;;;;;;
297;87;105;191;prov297;x;;;;;;;;;;;;;;;;;;
298;86;105;31;prov298;x;;;;;;;;;;;;;;;;;;
299;47;105;143;prov299;x;;;;;;;;;;;;;;;;;;
300;44;105;223;prov300;x;;;;;;;;;;;;;;;;;;
301;43;105;63;prov301;x;;;;;;;;;;;;;;;;;;
302;4;105;175;prov302;x;;;;;;;;;;;;;;;;;;
303;3;105;15;prov303;x;;;;;;;;;;;;;;;;;;
304;0;105;95;prov304;x;;;;;;;;;;;;;;;;;;
305;173;102;207;prov305;x;;;;;;;;;;;;;;;;;;
306;172;102;47;prov306;x;;;;;;;;;;;;;;;;;;
307;133;102;159;prov307;x;;;;;;;;;;;;;;;;;;
308;129;102;79;prov308;x;;;;;;;;;;;;;;;;;;
309;89;102;191;prov309;x;;;;;;;;;;;;;;;;;;
310;88;102;31;prov310;x;;;;;;;;;;;;;;;;;;
311;49;102;143;prov311;x;;;;;;;;;;;;;;;;;;
312;46;102;223;prov312;x;;;;;;;;;;;;;;;;;;
313;45;102;63;prov313;x;;;;;;;;;;;;;;;;;;
314;6;102;175;prov314;x;;;;;;;;;;;;;;;;;;
315;5;102;15;prov315;x;;;;;;;;;;;;;;;;;;
316;2;102;95;prov316;x;;;;;;;;;;;;;;;;;;
317;175;99;207;prov317;x;;;;;;;;;;;;;;;;;;
318;174;99;47;prov318;x;;;;;;;;;;;;;;;;;;
319;135;99;159;prov319;x;;;;;;;;;;;;;;;;;;
320;131;99;79;prov320;x;;;;;;;;;;;;;;;;;;
321;92;99;191;prov321;x;;;;;;;;;;;;;;;;;;
322;91;99;31;prov322;x;;;;;;;;;;;;;;;;;;
323;51;99;143;prov323;x;;;;;;;;;;;;;;;;;;
324;48;99;223;prov324;x;;;;;;;;;;;;;;;;;;
325;47;99;63;prov325;x;;;;;;;;;;;;;;;;;;
326;8;99;175;prov326;x;;;;;;;;;;;;;;;;;;
327;7;99;15;prov327;x;;;;;;;;;;;;;;;;;;
328;4;99;95;prov328;x;;;;;;;;;;;;;;;;;;
329;177;96;207;prov329;x;;;;;;;;;;;;;;;;;;
330;176;96;47;prov330;x;;;;;;;;;;;;;;;;;;
331;133;96;79;prov331;x;;;;;;;;;;;;;;;;;;
332;94;96;191;prov332;x;;;;;;;;;;;;;;;;;;
333;93;96;31;prov333;x;;;;;;;;;;;;;;;;;;
334;51;96;223;prov334;x;;;;;;;;;;;;;;;;;;
335;50;96;63;prov335;x;;;;;;;;;;;;;;;;;;
336;9;96;15;prov336;x;;;;;;;;;;;;;;;;;;
337;6;96;95;prov337;x;;;;;;;;;;;;;;;;;;
338;138;95;191;prov338;x;;;;;;;;;;;;;;;;;;
339;135;93;79;prov339;x;;;;;;;;;;;;;;;;;;
340;52;93;63;prov340;x;;;;;;;;;;;;;;;;;;
341;42;93;143;prov341;x;;;;;;;;;;;;;;;;;;
342;9;93;95;prov342;x;;;;;;;;;;;;;;;;;;
343;127;90;159;prov343;x;;;;;;;;;;;;;;;;;;
344;84;90;191;prov344;x;;;;;;;;;;;;;;;;;;
345;44;90;143;prov345;x;;;;;;;;;;;;;;;;;;
346;0;90;15;prov346;x;;;;;;;;;;;;;;;;;;
347;170;87;207;prov347;x;;;;;;;;;;;;;;;;;;
348;169;87;47;prov348;x;;;;;;;;;;;;;;;;;;
349;129;87;159;prov349;x;;;;;;;;;;;;;;;;;;
350;86;87;191;prov350;x;;;;;;;;;;;;;;;;;;
351;85;87;31;prov351;x;;;;;;;;;;;;;;;;;;
352;46;87;143;prov352;x;;;;;;;;;;;;;;;;;;
353;43;87;223;prov353;x;;;;;;;;;;;;;;;;;;
354;42;87;63;prov354;x;;;;;;;;;;;;;;;;;;
355;3;87;175;prov355;x;;;;;;;;;;;;;;;;;;
356;2;87;15;prov356;x;;;;;;;;;;;;;;;;;;
357;172;84;207;prov357;x;;;;;;;;;;;;;;;;;;
358;132;84;159;prov358;x;;;;;;;;;;;;;;;;;;
359;88;84;191;prov359;x;;;;;;;;;;;;;;;;;;
360;87;84;31;prov360;x;;;;;;;;;;;;;;;;;;
361;48;84;143;prov361;x;;;;;;;;;;;;;;;;;;
362;44;84;63;prov362;x;;;;;;;;;;;;;;;;;;
363;5;84;175;prov363;x;;;;;;;;;;;;;;;;;;
364;1;84;95;prov364;x;;;;;;;;;;;;;;;;;;
365;174;81;207;prov365;x;;;;;;;;;;;;;;;;;;
366;173;81;47;prov366;x;;;;;;;;;;;;;;;;;;
367;134;81;159;prov367;x;;;;;;;;;;;;;;;;;;
368;130;81;79;prov368;x;;;;;;;;;;;;;;;;;;
369;91;81;191;prov369;x;;;;;;;;;;;;;;;;;;
370;90;81;31;prov370;x;;;;;;;;;;;;;;;;;;
371;50;81;143;prov371;x;;;;;;;;;;;;;;;;;;
372;47;81;223;prov372;x;;;;;;;;;;;;;;;;;;
373;46;81;63;prov373;x;;;;;;;;;;;;;;;;;;
374;7;81;175;prov374;x;;;;;;;;;;;;;;;;;;
375;6;81;15;prov375;x;;;;;;;;;;;;;;;;;;
376;3;81;95;prov376;x;;;;;;;;;;;;;;;;;;
377;176;78;207;prov377;x;;;;;;;;;;;;;;;;;;
378;175;78;47;prov378;x;;;;;;;;;;;;;;;;;;
379;136;78;159;prov379;x;;;;;;;;;;;;;;;;;;
380;132;78;79;prov380;x;;;;;;;;;;;;;;;;;;
381;93;78;191;prov381;x;;;;;;;;;;;;;;;;;;
382;92;78;31;prov382;x;;;;;;;;;;;;;;;;;;
383;50;78;223;prov383;x;;;;;;;;;;;;;;;;;;
384;49;78;63;prov384;x;;;;;;;;;;;;;;;;;;
385;9;78;175;prov385;x;;;;;;;;;;;;;;;;;;
386;8;78;15;prov386;x;;;;;;;;;;;;;;;;;;
387;5;78;95;prov387;x;;;;;;;;;;;;;;;;;;
388;43;77;79;prov388;x;;;;;;;;;;;;;;;;;;
389;177;75;47;prov389;x;;;;;;;;;;;;;;;;;;
390;134;75;79;prov390;x;;;;;;;;;;;;;;;;;;
391;94;75;31;prov391;x;;;;;;;;;;;;;;;;;;
392;52;75;223;prov392;x;;;;;;;;;;;;;;;;;;
393;51;75;63;prov393;x;;;;;;;;;;;;;;;;;;
394;8;75;95;prov394;x;;;;;;;;;;;;;;;;;;
395;43;72;143;prov395;x;;;;;;;;;;;;;;;;;;
396;10;72;95;prov396;x;;;;;;;;;;;;;;;;;;
397;0;72;175;prov397;x;;;;;;;;;;;;;;;;;;
398;169;69;207;prov398;x;;;;;;;;;;;;;;;;;;
399;168;69;47;prov399;x;;;;;;;;;;;;;;;;;;
400;128;69;159;prov400;x;;;;;;;;;;;;;;;;;;
401;85;69;191;prov401;x;;;;;;;;;;;;;;;;;;
402;84;69;31;prov402;x;;;;;;;;;;;;;;;;;;
403;45;69;143;prov403;x;;;;;;;;;;;;;;;;;;
404;42;69;223;prov404;x;;;;;;;;;;;;;;;;;;
405;2;69;175;prov405;x;;;;;;;;;;;;;;;;;;
406;1;69;15;prov406;x;;;;;;;;;;;;;;;;;;
407;171;66;207;prov407;x;;;;;;;;;;;;;;;;;;
408;170;66;47;prov408;x;;;;;;;;;;;;;;;;;;
409;131;66;159;prov409;x;;;;;;;;;;;;;;;;;;
410;127;66;79;prov410;x;;;;;;;;;;;;;;;;;;
411;87;66;191;prov411;x;;;;;;;;;;;;;;;;;;
412;86;66;31;prov412;x;;;;;;;;;;;;;;;;;;
413;47;66;143;prov413;x;;;;;;;;;;;;;;;;;;
414;44;66;223;prov414;x;;;;;;;;;;;;;;;;;;
415;43;66;63;prov415;x;;;;;;;;;;;;;;;;;;
416;4;66;175;prov416;x;;;;;;;;;;;;;;;;;;
417;3;66;15;prov417;x;;;;;;;;;;;;;;;;;;
418;0;66;95;prov418;x;;;;;;;;;;;;;;;;;;
419;173;63;207;prov419;x;;;;;;;;;;;;;;;;;;
420;172;63;47;prov420;x;;;;;;;;;;;;;;;;;;
421;133;63;159;prov421;x;;;;;;;;;;;;;;;;;;
422;129;63;79;prov422;x;;;;;;;;;;;;;;;;;;
423;90;63;191;prov423;x;;;;;;;;;;;;;;;;;;
424;89;63;31;prov424;x;;;;;;;;;;;;;;;;;;
425;49;63;143;prov425;x;;;;;;;;;;;;;;;;;;
426;46;63;223;prov426;x;;;;;;;;;;;;;;;;;;
427;45;63;63;prov427;x;;;;;;;;;;;;;;;;;;
428;6;63;175;prov428;x;;;;;;;;;;;;;;;;;;
429;5;63;15;prov429;x;;;;;;;;;;;;;;;;;;
430;2;63;95;prov430;x;;;;;;;;;;;;;;;;;;
431;175;60;207;prov431;x;;;;;;;;;;;;;;;;;;
432;174;60;47;prov432;x;;;;;;;;;;;;;;;;;;
433;135;60;159;prov433;x;;;;;;;;;;;;;;;;;;
434;131;60;79;prov434;x;;;;;;;;;;;;;;;;;;
