185;170;144;207;landprov185;x
186;169;144;47;landprov186;x
187;130;144;159;landprov187;x
188;126;144;79;landprov188;x
189;87;144;191;landprov189;x
190;86;144;31;landprov190;x
191;47;144;143;landprov191;x
192;43;144;63;landprov192;x
193;4;144;175;landprov193;x
194;0;144;95;landprov194;x
195;173;141;207;landprov195;x
196;172;141;47;landprov196;x
197;132;141;159;landprov197;x
198;128;141;79;landprov198;x
199;89;141;191;landprov199;x
200;88;141;31;landprov200;x
201;49;141;143;landprov201;x
202;46;141;223;landprov202;x
203;45;141;63;landprov203;x
204;6;141;175;landprov204;x
205;5;141;15;landprov205;x
206;2;141;95;landprov206;x
207;175;138;207;landprov207;x
208;174;138;47;landprov208;x
209;135;138;159;landprov209;x
210;131;138;79;landprov210;x
211;91;138;191;landprov211;x
212;90;138;31;landprov212;x
213;51;138;143;landprov213;x
214;48;138;223;landprov214;x
215;47;138;63;landprov215;x
216;8;138;175;landprov216;x
217;7;138;15;landprov217;x
218;4;138;95;landprov218;x
219;177;135;207;landprov219;x
220;176;135;47;landprov220;x
221;133;135;79;landprov221;x
222;94;135;191;landprov222;x
223;93;135;31;landprov223;x
224;50;135;223;landprov224;x
225;49;135;63;landprov225;x
226;9;135;15;landprov226;x
227;6;135;95;landprov227;x
228;135;132;79;landprov228;x
229;52;132;63;landprov229;x
230;8;132;95;landprov230;x
231;127;129;159;landprov231;x
232;84;129;191;landprov232;x
233;44;129;143;landprov233;x
234;0;129;175;landprov234;x
235;255;127;127;landprov235;x
236;169;126;207;landprov236;x
237;168;126;47;landprov237;x
238;129;126;159;landprov238;x
239;86;126;191;landprov239;x
240;85;126;31;landprov240;x
241;43;126;223;landprov241;x
242;42;126;63;landprov242;x
243;2;126;15;landprov243;x
244;172;123;207;landprov244;x
245;171;123;47;landprov245;x
246;131;123;159;landprov246;x
247;127;123;79;landprov247;x
248;88;123;191;landprov248;x
249;87;123;31;landprov249;x
250;48;123;143;landprov250;x
251;45;123;223;landprov251;x
252;44;123;63;landprov252;x
253;5;123;175;landprov253;x
254;4;123;15;landprov254;x
255;1;123;95;landprov255;x
256;174;120;207;landprov256;x
257;173;120;47;landprov257;x
258;134;120;159;landprov258;x
259;130;120;79;landprov259;x
260;90;120;191;landprov260;x
261;89;120;31;landprov261;x
262;50;120;143;landprov262;x
263;47;120;223;landprov263;x
264;46;120;63;landprov264;x
265;7;120;175;landprov265;x
266;6;120;15;landprov266;x
267;3;120;95;landprov267;x
268;176;117;207;landprov268;x
269;175;117;47;landprov269;x
270;136;117;159;landprov270;x
271;132;117;79;landprov271;x
272;93;117;191;landprov272;x
273;92;117;31;landprov273;x
274;49;117;223;landprov274;x
275;48;117;63;landprov275;x
276;9;117;175;landprov276;x
277;8;117;15;landprov277;x
278;5;117;95;landprov278;x
279;177;114;47;landprov279;x
280;134;114;79;landprov280;x
281;94;114;31;landprov281;x
282;52;114;223;landprov282;x
283;51;114;63;landprov283;x
284;7;114;95;landprov284;x
285;126;111;159;landprov285;x
286;10;111;95;landprov286;x
287;168;108;207;landprov287;x
288;128;108;159;landprov288;x
289;85;108;191;landprov289;x
290;84;108;31;landprov290;x
291;42;108;223;landprov291;x
292;1;108;15;landprov292;x
293;171;105;207;landprov293;x
294;170;105;47;landprov294;x
295;130;105;159;landprov295;x
296;126;105;79;landprov296;x
297;87;105;191;landprov297;x
298;86;105;31;landprov298;x
299;47;105;143;landprov299;x
300;44;105;223;landprov300;x
301;43;105;63;landprov301;x
302;4;105;175;landprov302;x
303;3;105;15;landprov303;x
304;0;105;95;landprov304;x
305;173;102;207;landprov305;x
306;172;102;47;landprov306;x
307;133;102;159;landprov307;x
308;129;102;79;landprov308;x
309;89;102;191;landprov309;x
310;88;102;31;landprov310;x
311;49;102;143;landprov311;x
312;46;102;223;landprov312;x
313;45;102;63;landprov313;x
314;6;102;175;landprov314;x
315;5;102;15;landprov315;x
316;2;102;95;landprov316;x
317;175;99;207;landprov317;x
318;174;99;47;landprov318;x
319;135;99;159;landprov319;x
320;131;99;79;landprov320;x
321;92;99;191;landprov321;x
322;91;99;31;landprov322;x
323;51;99;143;landprov323;x
324;48;99;223;landprov324;x
325;47;99;63;landprov325;x
326;8;99;175;landprov326;x
327;7;99;15;landprov327;x
328;4;99;95;landprov328;x
329;177;96;207;landprov329;x
330;176;96;47;landprov330;x
331;133;96;79;landprov331;x
332;94;96;191;landprov332;x
333;93;96;31;landprov333;x
334;51;96;223;landprov334;x
335;50;96;63;landprov335;x
336;9;96;15;landprov336;x
337;6;96;95;landprov337;x
338;138;95;191;landprov338;x
339;135;93;79;landprov339;x
340;52;93;63;landprov340;x
341;42;93;143;landprov341;x
342;9;93;95;landprov342;x
343;127;90;159;landprov343;x
344;84;90;191;landprov344;x
345;44;90;143;landprov345;x
346;0;90;15;landprov346;x
347;170;87;207;landprov347;x
348;169;87;47;landprov348;x
349;129;87;159;landprov349;x
350;86;87;191;landprov350;x
351;85;87;31;landprov351;x
352;46;87;143;landprov352;x
353;43;87;223;landprov353;x
354;42;87;63;landprov354;x
355;3;87;175;landprov355;x
356;2;87;15;landprov356;x
357;172;84;207;landprov357;x
358;132;84;159;landprov358;x
359;88;84;191;landprov359;x
360;87;84;31;landprov360;x
361;48;84;143;landprov361;x
362;44;84;63;landprov362;x
363;5;84;175;landprov363;x
364;1;84;95;landprov364;x
365;174;81;207;landprov365;x
366;173;81;47;landprov366;x
367;134;81;159;landprov367;x
368;130;81;79;landprov368;x
369;91;81;191;landprov369;x
370;90;81;31;landprov370;x
371;50;81;143;landprov371;x
372;47;81;223;landprov372;x
373;46;81;63;landprov373;x
374;7;81;175;landprov374;x
375;6;81;15;landprov375;x
376;3;81;95;landprov376;x
377;176;78;207;landprov377;x
378;175;78;47;landprov378;x
379;136;78;159;landprov379;x
380;132;78;79;landprov380;x
381;93;78;191;landprov381;x
382;92;78;31;landprov382;x
383;50;78;223;landprov383;x
384;49;78;63;landprov384;x
385;9;78;175;landprov385;x
386;8;78;15;landprov386;x
387;5;78;95;landprov387;x
388;43;77;79;landprov388;x
389;177;75;47;landprov389;x
390;134;75;79;landprov390;x
391;94;75;31;landprov391;x
392;52;75;223;landprov392;x
393;51;75;63;landprov393;x
394;8;75;95;landprov394;x
395;43;72;143;landprov395;x
396;10;72;95;landprov396;x
397;0;72;175;landprov397;x
398;169;69;207;landprov398;x
399;168;69;47;landprov399;x
400;128;69;159;landprov400;x
401;85;69;191;landprov401;x
402;84;69;31;landprov402;x
403;45;69;143;landprov403;x
404;42;69;223;landprov404;x
405;2;69;175;landprov405;x
406;1;69;15;landprov406;x
407;171;66;207;landprov407;x
408;170;66;47;landprov408;x
409;131;66;159;landprov409;x
410;127;66;79;landprov410;x
411;87;66;191;landprov411;x
412;86;66;31;landprov412;x
413;47;66;143;landprov413;x
414;44;66;223;landprov414;x
415;43;66;63;landprov415;x
416;4;66;175;landprov416;x
417;3;66;15;landprov417;x
418;0;66;95;landprov418;x
419;173;63;207;landprov419;x
420;172;63;47;landprov420;x
421;133;63;159;landprov421;x
422;129;63;79;landprov422;x
423;90;63;191;landprov423;x
424;89;63;31;landprov424;x
425;49;63;143;landprov425;x
426;46;63;223;landprov426;x
427;45;63;63;landprov427;x
428;6;63;175;landprov428;x
429;5;63;15;landprov429;x
430;2;63;95;landprov430;x
431;175;60;207;landprov431;x
432;174;60;47;landprov432;x
433;135;60;159;landprov433;x
434;131;60;79;landprov434;x
435;92;60;191;landprov435;x
436;91;60;31;landprov436;x
437;52;60;143;landprov437;x
438;49;60;223;landprov438;x
439;48;60;63;landprov439;x
440;8;60;175;landprov440;x
441;7;60;15;landprov441;x
442;4;60;95;landprov442;x
443;177;57;207;landprov443;x
444;176;57;47;landprov444;x
445;133;57;79;landprov445;x
446;93;57;31;landprov446;x
447;51;57;223;landprov447;x
448;50;57;63;landprov448;x
449;10;57;15;landprov449;x
450;7;57;95;landprov450;x
451;105;56;191;landprov451;x
452;135;54;79;landprov452;x
453;42;54;143;landprov453;x
454;9;54;95;landprov454;x
455;168;51;207;landprov455;x
456;127;51;159;landprov456;x
457;84;51;191;landprov457;x
458;1;51;175;landprov458;x
459;0;51;15;landprov459;x
460;169;48;47;landprov460;x
461;130;48;159;landprov461;x
462;85;48;31;landprov462;x
463;46;48;143;landprov463;x
464;43;48;223;landprov464;x
465;42;48;63;landprov465;x
466;3;48;175;landprov466;x
467;172;45;207;landprov467;x
468;171;45;47;landprov468;x
469;132;45;159;landprov469;x
470;128;45;79;landprov470;x
471;89;45;191;landprov471;x
472;88;45;31;landprov472;x
473;48;45;143;landprov473;x
474;45;45;223;landprov474;x
475;44;45;63;landprov475;x
476;5;45;175;landprov476;x
477;4;45;15;landprov477;x
478;1;45;95;landprov478;x
479;174;42;207;landprov479;x
480;173;42;47;landprov480;x
481;134;42;159;landprov481;x
482;130;42;79;landprov482;x
483;91;42;191;landprov483;x
484;90;42;31;landprov484;x
485;51;42;143;landprov485;x
486;48;42;223;landprov486;x
487;7;42;175;landprov487;x
488;6;42;15;landprov488;x
489;3;42;95;landprov489;x
490;176;39;207;landprov490;x
491;175;39;47;landprov491;x
492;132;39;79;landprov492;x
493;93;39;191;landprov493;x
494;92;39;31;landprov494;x
495;50;39;223;landprov495;x
496;49;39;63;landprov496;x
497;10;39;175;landprov497;x
498;9;39;15;landprov498;x
499;6;39;95;landprov499;x
500;178;36;47;landprov500;x
501;134;36;79;landprov501;x
502;51;36;63;landprov502;x
503;8;36;95;landprov503;x
504;126;33;159;landprov504;x
505;43;33;143;landprov505;x
506;169;30;207;landprov506;x
507;168;30;47;landprov507;x
508;129;30;159;landprov508;x
509;85;30;191;landprov509;x
510;84;30;31;landprov510;x
511;45;30;143;landprov511;x
512;42;30;223;landprov512;x
513;171;27;207;landprov513;x
514;170;27;47;landprov514;x
515;131;27;159;landprov515;x
516;88;27;191;landprov516;x
517;87;27;31;landprov517;x
518;47;27;143;landprov518;x
519;44;27;223;landprov519;x
520;43;27;63;landprov520;x
521;4;27;175;landprov521;x
522;3;27;15;landprov522;x
523;0;27;95;landprov523;x
524;173;24;207;landprov524;x
525;172;24;47;landprov525;x
526;133;24;159;landprov526;x
527;129;24;79;landprov527;x
528;90;24;191;landprov528;x
529;89;24;31;landprov529;x
530;50;24;143;landprov530;x
531;47;24;223;landprov531;x
532;46;24;63;landprov532;x
533;6;24;175;landprov533;x
534;5;24;15;landprov534;x
535;175;21;207;landprov535;x
536;174;21;47;landprov536;x
537;135;21;159;landprov537;x
538;131;21;79;landprov538;x
539;92;21;191;landprov539;x
540;91;21;31;landprov540;x
541;52;21;143;landprov541;x
542;49;21;223;landprov542;x
543;48;21;63;landprov543;x
544;9;21;175;landprov544;x
545;8;21;15;landprov545;x
546;5;21;95;landprov546;x
547;178;18;207;landprov547;x
548;177;18;47;landprov548;x
549;133;18;79;landprov549;x
550;93;18;31;landprov550;x
551;51;18;223;landprov551;x
552;50;18;63;landprov552;x
553;10;18;15;landprov553;x
554;7;18;95;landprov554;x
555;136;15;79;landprov555;x
556;42;15;143;landprov556;x
557;9;15;95;landprov557;x
558;168;12;207;landprov558;x
559;128;12;159;landprov559;x
560;84;12;191;landprov560;x
561;44;12;143;landprov561;x
562;1;12;175;landprov562;x
563;0;12;15;landprov563;x
564;170;9;207;landprov564;x
565;169;9;47;landprov565;x
566;130;9;159;landprov566;x
567;126;9;79;landprov567;x
568;87;9;191;landprov568;x
569;86;9;31;landprov569;x
570;46;9;143;landprov570;x
571;43;9;223;landprov571;x
572;42;9;63;landprov572;x
573;3;9;175;landprov573;x
574;2;9;15;landprov574;x
575;172;6;207;landprov575;x
576;171;6;47;landprov576;x
577;132;6;159;landprov577;x
578;128;6;79;landprov578;x
579;89;6;191;landprov579;x
580;88;6;31;landprov580;x
581;49;6;143;landprov581;x
582;46;6;223;landprov582;x
583;45;6;63;landprov583;x
584;5;6;175;landprov584;x
585;4;6;15;landprov585;x
586;1;6;95;landprov586;x
587;174;3;207;landprov587;x
588;173;3;47;landprov588;x
589;134;3;159;landprov589;x
590;130;3;79;landprov590;x
591;91;3;191;landprov591;x
592;90;3;31;landprov592;x
593;51;3;143;landprov593;x
594;48;3;223;landprov594;x
595;47;3;63;landprov595;x
596;8;3;175;landprov596;x
597;7;3;15;landprov597;x
598;4;3;95;landprov598;x
599;177;0;207;landprov599;x
600;176;0;47;landprov600;x
601;132;0;79;landprov601;x
602;93;0;191;landprov602;x
603;92;0;31;landprov603;x
604;50;0;223;landprov604;x
605;49;0;63;landprov605;x
606;10;0;175;landprov606;x
607;9;0;15;landprov607;x
608;6;0;95;landprov608;x
609;76;254;206;landprov609;x
610;61;248;94;landprov610;x
611;45;241;190;landprov611;x
612;120;220;110;landprov612;x
613;177;210;142;landprov613;x
614;174;210;222;landprov614;x
615;173;210;62;landprov615;x
616;134;210;174;landprov616;x
617;133;210;14;landprov617;x
618;130;210;94;landprov618;x
619;90;210;206;landprov619;x
620;89;210;46;landprov620;x
621;50;210;158;landprov621;x
622;46;210;78;landprov622;x
623;7;210;190;landprov623;x
624;6;210;30;landprov624;x
625;23;208;190;landprov625;x
626;176;207;222;landprov626;x
627;175;207;62;landprov627;x
628;136;207;174;landprov628;x
629;135;207;14;landprov629;x
630;132;207;94;landprov630;x
631;93;207;206;landprov631;x
632;92;207;46;landprov632;x
633;48;207;78;landprov633;x
634;9;207;190;landprov634;x
635;8;207;30;landprov635;x
636;177;204;62;landprov636;x
637;134;204;94;landprov637;x
638;94;204;46;landprov638;x
639;51;204;78;landprov639;x
640;94;203;238;landprov640;x
641;169;201;142;landprov641;x
642;126;201;174;landprov642;x
643;43;201;158;landprov643;x
644;171;198;142;landprov644;x
645;168;198;222;landprov645;x
646;128;198;174;landprov646;x
647;127;198;14;landprov647;x
648;85;198;206;landprov648;x
649;84;198;46;landprov649;x
650;2;198;190;landprov650;x
651;174;195;142;landprov651;x
652;171;195;222;landprov652;x
653;170;195;62;landprov653;x
654;130;195;174;landprov654;x
655;129;195;14;landprov655;x
656;126;195;94;landprov656;x
657;87;195;206;landprov657;x
658;86;195;46;landprov658;x
659;47;195;158;landprov659;x
660;43;195;78;landprov660;x
661;4;195;190;landprov661;x
662;176;192;142;landprov662;x
663;173;192;222;landprov663;x
664;172;192;62;landprov664;x
665;133;192;174;landprov665;x
666;132;192;14;landprov666;x
667;129;192;94;landprov667;x
668;89;192;206;landprov668;x
669;88;192;46;landprov669;x
670;49;192;158;landprov670;x
671;45;192;78;landprov671;x
672;6;192;190;landprov672;x
673;5;192;30;landprov673;x
674;178;189;142;landprov674;x
675;175;189;222;landprov675;x
676;174;189;62;landprov676;x
677;135;189;174;landprov677;x
678;134;189;14;landprov678;x
679;131;189;94;landprov679;x
680;92;189;206;landprov680;x
681;91;189;46;landprov681;x
682;51;189;158;landprov682;x
683;47;189;78;landprov683;x
684;8;189;190;landprov684;x
685;7;189;30;landprov685;x
686;177;186;222;landprov686;x
687;176;186;62;landprov687;x
688;136;186;14;landprov688;x
689;133;186;94;landprov689;x
690;94;186;206;landprov690;x
691;93;186;46;landprov691;x
692;50;186;78;landprov692;x
693;9;186;30;landprov693;x
694;168;183;142;landprov694;x
695;135;183;94;landprov695;x
696;52;183;78;landprov696;x
697;42;183;158;landprov697;x
698;170;180;142;landprov698;x
699;126;180;14;landprov699;x
700;84;180;206;landprov700;x
701;44;180;158;landprov701;x
702;1;180;190;landprov702;x
703;0;180;30;landprov703;x
704;173;177;142;landprov704;x
705;170;177;222;landprov705;x
706;169;177;62;landprov706;x
707;129;177;174;landprov707;x
708;128;177;14;landprov708;x
709;46;177;158;landprov709;x
710;42;177;78;landprov710;x
711;3;177;190;landprov711;x
712;2;177;30;landprov712;x
713;175;174;142;landprov713;x
714;172;174;222;landprov714;x
715;171;174;62;landprov715;x
716;132;174;174;landprov716;x
717;131;174;14;landprov717;x
718;128;174;94;landprov718;x
719;48;174;158;landprov719;x
720;5;174;190;landprov720;x
721;4;174;30;landprov721;x
722;177;171;142;landprov722;x
723;174;171;222;landprov723;x
724;173;171;62;landprov724;x
725;134;171;174;landprov725;x
726;133;171;14;landprov726;x
727;130;171;94;landprov727;x
728;91;171;206;landprov728;x
729;90;171;46;landprov729;x
730;50;171;158;landprov730;x
731;46;171;78;landprov731;x
732;7;171;190;landprov732;x
733;6;171;30;landprov733;x
734;176;168;222;landprov734;x
735;175;168;62;landprov735;x
736;136;168;174;landprov736;x
737;135;168;14;landprov737;x
738;132;168;94;landprov738;x
739;93;168;206;landprov739;x
740;92;168;46;landprov740;x
741;49;168;78;landprov741;x
742;9;168;190;landprov742;x
743;8;168;30;landprov743;x
744;177;165;62;landprov744;x
745;134;165;94;landprov745;x
746;94;165;46;landprov746;x
747;51;165;78;landprov747;x
748;92;163;14;landprov748;x
749;169;162;142;landprov749;x
750;126;162;174;landprov750;x
751;43;162;158;landprov751;x
752;0;162;190;landprov752;x
753;169;159;222;landprov753;x
754;168;159;62;landprov754;x
755;128;159;174;landprov755;x
756;127;159;14;landprov756;x
757;85;159;206;landprov757;x
758;45;159;158;landprov758;x
759;2;159;190;landprov759;x
760;1;159;30;landprov760;x
761;174;156;142;landprov761;x
762;171;156;222;landprov762;x
763;170;156;62;landprov763;x
764;131;156;174;landprov764;x
765;130;156;14;landprov765;x
766;87;156;206;landprov766;x
767;86;156;46;landprov767;x
768;47;156;158;landprov768;x
769;43;156;78;landprov769;x
770;4;156;190;landprov770;x
771;3;156;30;landprov771;x
772;176;153;142;landprov772;x
773;173;153;222;landprov773;x
774;172;153;62;landprov774;x
775;133;153;174;landprov775;x
776;132;153;14;landprov776;x
777;129;153;94;landprov777;x
778;90;153;206;landprov778;x
779;89;153;46;landprov779;x
780;49;153;158;landprov780;x
781;45;153;78;landprov781;x
782;6;153;190;landprov782;x
783;5;153;30;landprov783;x
784;175;150;222;landprov784;x
785;174;150;62;landprov785;x
786;135;150;174;landprov786;x
787;134;150;14;landprov787;x
788;131;150;94;landprov788;x
789;92;150;206;landprov789;x
790;91;150;46;landprov790;x
791;52;150;158;landprov791;x
792;48;150;78;landprov792;x
793;8;150;190;landprov793;x
794;7;150;30;landprov794;x
795;177;147;222;landprov795;x
796;176;147;62;landprov796;x
797;133;147;94;landprov797;x
798;93;147;46;landprov798;x
799;50;147;78;landprov799;x
800;10;147;30;landprov800;x
801;168;144;142;landprov801;x
802;135;144;94;landprov802;x
803;42;144;158;landprov803;x
804;171;141;142;landprov804;x
805;168;141;222;landprov805;x
806;127;141;174;landprov806;x
807;126;141;14;landprov807;x
808;84;141;206;landprov808;x
809;44;141;158;landprov809;x
810;1;141;190;landprov810;x
811;0;141;30;landprov811;x
812;173;138;142;landprov812;x
813;170;138;222;landprov813;x
814;169;138;62;landprov814;x
815;130;138;174;landprov815;x
816;129;138;14;landprov816;x
817;126;138;94;landprov817;x
818;86;138;206;landprov818;x
819;85;138;46;landprov819;x
820;46;138;158;landprov820;x
821;42;138;78;landprov821;x
822;3;138;190;landprov822;x
823;175;135;142;landprov823;x
824;171;135;62;landprov824;x
825;132;135;174;landprov825;x
826;131;135;14;landprov826;x
827;128;135;94;landprov827;x
828;89;135;206;landprov828;x
829;88;135;46;landprov829;x
830;48;135;158;landprov830;x
831;5;135;190;landprov831;x
832;4;135;30;landprov832;x
833;177;132;142;landprov833;x
834;174;132;222;landprov834;x
835;173;132;62;landprov835;x
836;134;132;174;landprov836;x
837;133;132;14;landprov837;x
838;130;132;94;landprov838;x
839;91;132;206;landprov839;x
840;90;132;46;landprov840;x
841;51;132;158;landprov841;x
842;47;132;78;landprov842;x
843;7;132;190;landprov843;x
844;6;132;30;landprov844;x
845;123;130;46;landprov845;x
846;176;129;222;landprov846;x
847;175;129;62;landprov847;x
848;135;129;14;landprov848;x
849;132;129;94;landprov849;x
850;93;129;206;landprov850;x
851;92;129;46;landprov851;x
852;49;129;78;landprov852;x
853;10;129;190;landprov853;x
854;9;129;30;landprov854;x
855;178;126;62;landprov855;x
856;134;126;94;landprov856;x
857;51;126;78;landprov857;x
858;170;123;142;landprov858;x
859;126;123;174;landprov859;x
860;43;123;158;landprov860;x
861;0;123;190;landprov861;x
862;172;120;142;landprov862;x
863;169;120;222;landprov863;x
864;168;120;62;landprov864;x
865;129;120;174;landprov865;x
866;128;120;14;landprov866;x
867;85;120;206;landprov867;x
868;45;120;158;landprov868;x
869;2;120;190;landprov869;x
870;1;120;30;landprov870;x
871;174;117;142;landprov871;x
872;171;117;222;landprov872;x
873;170;117;62;landprov873;x
874;131;117;174;landprov874;x
875;130;117;14;landprov875;x
876;127;117;94;landprov876;x
877;87;117;46;landprov877;x
878;47;117;158;landprov878;x
879;43;117;78;landprov879;x
880;4;117;190;landprov880;x
881;3;117;30;landprov881;x
882;7;116;126;landprov882;x
883;176;114;142;landprov883;x
884;173;114;222;landprov884;x
885;172;114;62;landprov885;x
886;133;114;174;landprov886;x
887;132;114;14;landprov887;x
888;90;114;206;landprov888;x
889;89;114;46;landprov889;x
890;50;114;158;landprov890;x
891;46;114;78;landprov891;x
892;6;114;190;landprov892;x
893;5;114;30;landprov893;x
894;255;112;110;landprov894;x
895;175;111;222;landprov895;x
896;174;111;62;landprov896;x
897;135;111;174;landprov897;x
898;134;111;14;landprov898;x
899;131;111;94;landprov899;x
900;92;111;206;landprov900;x
901;91;111;46;landprov901;x
902;52;111;158;landprov902;x
903;48;111;78;landprov903;x
904;9;111;190;landprov904;x
905;8;111;30;landprov905;x
906;178;108;222;landprov906;x
907;177;108;62;landprov907;x
908;133;108;94;landprov908;x
909;93;108;46;landprov909;x
910;50;108;78;landprov910;x
911;10;108;30;landprov911;x
912;169;105;142;landprov912;x
913;136;105;94;landprov913;x
914;42;105;158;landprov914;x
915;168;102;222;landprov915;x
916;128;102;174;landprov916;x
917;127;102;14;landprov917;x
918;84;102;206;landprov918;x
919;44;102;158;landprov919;x
920;1;102;190;landprov920;x
921;0;102;30;landprov921;x
922;173;99;142;landprov922;x
923;170;99;222;landprov923;x
924;169;99;62;landprov924;x
925;130;99;174;landprov925;x
926;129;99;14;landprov926;x
927;126;99;94;landprov927;x
928;87;99;206;landprov928;x
929;86;99;46;landprov929;x
930;46;99;158;landprov930;x
931;42;99;78;landprov931;x
932;175;96;142;landprov932;x
